# ----------------------------------------
# 1 Master View
# report
# 20200101-20230621
# ----------------------------------------

Дата,Пользователи,Новые пользователи,Сеансов на пользователя,Сред. длительность сеанса,Показатель отказов,Страниц/сеанс,Достигнутые цели,Доход
20200518,2 218,1 793,"1,14",00:03:23,"45,43 %","4,72",367,"342,04 $"
20200519,2 214,1 796,"1,13",00:03:07,"47,03 %","4,90",365,"444,20 $"
20210917,2 214,1 764,"1,09",00:03:01,"47,46 %","5,00",539,"4 702,94 $"
20210222,2 213,1 722,"1,11",00:03:08,"48,98 %","4,99",549,"1 208,17 $"
20230221,2 212,1 669,"1,11",00:03:11,"47,08 %","4,11",450,"5 023,56 $"
20210209,2 211,1 736,"1,10",00:02:42,"50,58 %","4,11",409,"91,60 $"
20200512,2 207,1 793,"1,17",00:03:01,"47,98 %","4,39",299,"0,00 $"
20230613,2 207,1 681,"1,11",00:03:27,"42,96 %","4,39",409,"68,00 $"
20201109,2 205,1 647,"1,12",00:03:48,"41,13 %","5,29",363,"264,45 $"
20230306,2 202,1 661,"1,11",00:02:51,"46,89 %","3,67",303,"7 046,08 $"
20200721,2 200,1 710,"1,14",00:03:12,"47,29 %","5,25",365,"183,05 $"
20230330,2 200,1 745,"1,14",00:03:07,"44,44 %","4,06",365,"4 611,50 $"
20200603,2 197,1 772,"1,13",00:03:28,"49,92 %","4,86",337,"119,50 $"
20201007,2 196,1 630,"1,14",00:03:22,"39,42 %","5,22",386,"83,60 $"
20200310,2 195,1 800,"1,15",00:02:53,"46,66 %","4,02",253,"0,00 $"
20210503,2 194,1 713,"1,09",00:03:17,"49,92 %","4,90",553,"8 359,23 $"
20230328,2 194,1 663,"1,12",00:03:07,"47,62 %","3,97",356,"7 490,04 $"
20200204,2 192,1 817,"1,14",00:02:39,"46,33 %","4,06",245,"26,60 $"
20210205,2 191,1 756,"1,10",00:02:57,"49,32 %","4,68",490,"106,60 $"
20220228,2 188,1 585,"1,10",00:03:15,"45,84 %","4,85",520,"4 065,62 $"
20200602,2 186,1 754,"1,15",00:03:10,"48,04 %","4,63",290,"114,00 $"
20210216,2 186,1 713,"1,12",00:02:50,"50,37 %","4,15",430,"496,32 $"
20200513,2 182,1 688,"1,12",00:03:03,"47,18 %","4,64",314,"83,90 $"
20210712,2 179,1 677,"1,09",00:03:34,"44,32 %","5,09",611,"7 724,82 $"
20200929,2 178,1 688,"1,13",00:03:36,"39,87 %","5,37",373,"0,00 $"
20210524,2 178,1 700,"1,10",00:03:01,"46,72 %","4,76",497,"4 647,42 $"
20200122,2 177,1 814,"1,14",00:02:43,"45,21 %","4,05",244,"40,25 $"
20210630,2 177,1 662,"1,10",00:03:37,"45,75 %","5,61",651,"4 570,57 $"
20210319,2 176,1 760,"1,08",00:03:20,"50,34 %","4,96",557,"5 975,84 $"
20230307,2 174,1 647,"1,14",00:03:43,"45,43 %","4,49",433,"8 314,41 $"
20210817,2 173,1 631,"1,08",00:03:10,"44,05 %","5,61",576,"7 103,99 $"
20230327,2 173,1 638,"1,13",00:03:02,"44,78 %","4,08",368,"6 340,86 $"
20200206,2 172,1 754,"1,10",00:02:44,"42,45 %","4,51",276,"190,20 $"
20200114,2 171,1 765,"1,14",00:02:24,"46,89 %","4,10",319,"212,10 $"
20200303,2 168,1 796,"1,16",00:02:34,"51,87 %","3,81",229,"16,00 $"
20230123,2 168,1 649,"1,09",00:02:49,"46,69 %","3,82",416,"8 966,45 $"
20230409,2 168,1 901,"1,07",00:02:10,"51,38 %","3,18",193,"1 215,60 $"
20200514,2 167,1 775,"1,12",00:02:54,"48,30 %","4,46",294,"38,00 $"
20210312,2 167,1 698,"1,09",00:03:08,"49,94 %","4,60",515,"2 408,57 $"
20210228,2 165,1 820,"1,09",00:02:40,"51,95 %","4,24",380,"146,16 $"
20220401,2 164,1 609,"1,11",00:03:36,"45,05 %","5,41",571,"12 096,82 $"
20230124,2 164,1 686,"1,10",00:02:56,"46,45 %","3,91",397,"3 999,70 $"
20221124,2 161,1 718,"1,11",00:02:40,"49,75 %","3,78",369,"2 435,10 $"
20210226,2 159,1 731,"1,10",00:03:00,"52,70 %","4,63",461,"331,00 $"
20200722,2 157,1 688,"1,12",00:02:59,"48,05 %","4,85",302,"535,97 $"
20201106,2 154,1 648,"1,10",00:03:51,"45,60 %","5,16",334,"136,30 $"
20200127,2 150,1 798,"1,12",00:02:52,"48,59 %","4,12",270,"23,00 $"
20200717,2 150,1 633,"1,14",00:03:34,"42,96 %","5,57",395,"50,75 $"
20230113,2 149,1 618,"1,10",00:03:18,"45,69 %","4,62",474,"5 353,70 $"
20201008,2 147,1 609,"1,12",00:03:27,"38,79 %","5,36",367,"211,50 $"
20210624,2 147,1 597,"1,12",00:03:24,"46,16 %","5,18",580,"8 015,99 $"
20210823,2 147,1 599,"1,10",00:03:16,"45,09 %","5,73",580,"4 718,85 $"
20221028,2 147,1 537,"1,12",00:03:46,"41,82 %","5,35",656,"7 188,18 $"
20210521,2 146,1 684,"1,10",00:03:12,"44,58 %","5,21",532,"6 548,05 $"
20230308,2 146,1 568,"1,14",00:03:25,"46,42 %","4,14",366,"6 142,82 $"
20230423,2 146,1 758,"1,08",00:02:38,"50,28 %","3,54",282,"2 069,49 $"
20201005,2 144,1 647,"1,13",00:02:52,"42,24 %","5,08",333,"0,00 $"
20210513,2 144,1 624,"1,12",00:03:39,"46,03 %","5,07",572,"4 987,18 $"
20220909,2 142,1 591,"1,11",00:03:31,"40,72 %","5,52",638,"5 491,50 $"
20230519,2 142,1 675,"1,09",00:03:11,"44,69 %","4,40",427,"125,00 $"
20210830,2 141,1 591,"1,09",00:03:19,"45,17 %","5,59",606,"7 838,93 $"
20200716,2 140,1 644,"1,14",00:02:55,"45,26 %","4,41",284,"0,00 $"
20220218,2 140,1 650,"1,11",00:03:02,"47,49 %","4,59",468,"5 239,27 $"
20210604,2 139,1 615,"1,12",00:03:29,"47,88 %","5,24",571,"5 992,13 $"
20200521,2 137,1 688,"1,15",00:03:08,"46,37 %","4,57",317,"233,55 $"
20200511,2 135,1 722,"1,15",00:03:02,"48,39 %","4,56",310,"194,00 $"
20201112,2 135,1 556,"1,11",00:03:50,"39,84 %","5,20",394,"271,30 $"
20200213,2 134,1 722,"1,12",00:03:10,"45,58 %","4,39",301,"574,00 $"
20220121,2 132,1 652,"1,10",00:03:11,"47,26 %","4,88",481,"4 722,88 $"
20230301,2 132,1 594,"1,12",00:02:55,"45,21 %","3,89",328,"5 919,58 $"
20200622,2 130,1 647,"1,16",00:03:29,"46,51 %","5,01",343,"25,75 $"
20230125,2 129,1 624,"1,10",00:02:50,"48,57 %","3,80",384,"3 982,90 $"
20230210,2 129,1 651,"1,10",00:03:08,"48,83 %","4,05",435,"4 812,95 $"
20210305,2 128,1 669,"1,11",00:02:59,"50,15 %","4,47",443,"312,80 $"
20210507,2 127,1 659,"1,11",00:03:19,"49,15 %","4,94",563,"5 848,37 $"
20200227,2 126,1 701,"1,12",00:02:30,"47,28 %","4,12",256,"191,95 $"
20201206,2 125,1 747,"1,11",00:03:12,"49,77 %","4,78",326,"185,00 $"
20220318,2 124,1 621,"1,13",00:03:30,"46,24 %","5,03",575,"6 452,61 $"
20230320,2 122,1 562,"1,11",00:03:04,"43,38 %","4,30",357,"4 489,65 $"
20200121,2 121,1 654,"1,13",00:02:39,"45,86 %","4,19",255,"276,75 $"
20211001,2 121,1 605,"1,10",00:03:35,"43,88 %","5,57",592,"6 427,58 $"
20200428,2 120,1 724,"1,12",00:02:41,"49,30 %","3,75",224,"22,00 $"
20220819,2 120,1 548,"1,11",00:03:55,"43,04 %","6,05",682,"7 963,08 $"
20210707,2 118,1 607,"1,09",00:02:57,"48,30 %","4,83",561,"3 838,42 $"
20201012,2 117,1 578,"1,10",00:03:37,"40,45 %","5,23",349,"186,70 $"
20221125,2 117,1 626,"1,10",00:03:21,"44,82 %","4,68",513,"5 667,24 $"
20230302,2 117,1 608,"1,11",00:03:36,"42,32 %","4,51",383,"6 630,04 $"
20230316,2 117,1 587,"1,12",00:03:12,"44,97 %","4,35",389,"6 212,46 $"
20210211,2 116,1 671,"1,11",00:03:01,"49,45 %","4,80",508,"402,80 $"
20230614,2 115,1 617,"1,13",00:03:09,"45,13 %","4,42",454,"0,00 $"
20200109,2 110,1 683,"1,10",00:02:37,"46,25 %","4,20",308,"221,00 $"
20210812,2 110,1 573,"1,10",00:03:36,"44,40 %","5,87",567,"6 044,42 $"
20220410,2 110,1 718,"1,10",00:02:34,"51,27 %","4,06",366,"4 025,88 $"
20201014,2 109,1 597,"1,10",00:03:27,"41,30 %","5,27",357,"442,55 $"
20210114,2 108,1 669,"1,10",00:03:00,"50,36 %","4,51",442,"3 171,88 $"
20230315,2 107,1 542,"1,13",00:03:13,"46,65 %","4,06",364,"7 969,40 $"
20230526,2 107,1 628,"1,09",00:02:57,"47,13 %","4,08",349,"132,80 $"
20200629,2 106,1 655,"1,14",00:03:09,"47,90 %","5,16",342,"113,30 $"
20201126,2 106,1 652,"1,11",00:03:10,"46,16 %","5,21",357,"734,52 $"
20201222,2 104,1 651,"1,08",00:02:58,"47,99 %","5,16",463,"2 796,94 $"
20201001,2 102,1 667,"1,14",00:03:12,"40,57 %","5,25",354,"0,00 $"
20210129,2 102,1 654,"1,10",00:02:47,"52,57 %","4,63",438,"251,52 $"
20210113,2 101,1 661,"1,11",00:03:05,"49,33 %","4,74",469,"3 053,90 $"
20200506,2 099,1 715,"1,14",00:02:42,"48,39 %","4,34",254,"170,30 $"
20210811,2 099,1 537,"1,09",00:03:01,"45,61 %","5,23",528,"7 492,98 $"
20210107,2 093,1 707,"1,10",00:02:38,"52,71 %","4,36",383,"2 192,93 $"
20230329,2 093,1 559,"1,11",00:02:46,"45,11 %","3,92",306,"3 335,84 $"
20230428,2 090,1 611,"1,10",00:03:12,"46,32 %","4,28",393,"7 487,58 $"
20200225,2 087,1 708,"1,15",00:02:56,"47,62 %","4,14",249,"143,00 $"
20200615,2 087,1 657,"1,13",00:02:58,"46,88 %","4,94",330,"761,50 $"
20221210,2 087,1 661,"1,11",00:02:56,"51,86 %","4,44",543,"6 768,17 $"
20201013,2 084,1 598,"1,11",00:03:14,"40,10 %","5,30",318,"20,00 $"
20201111,2 084,1 535,"1,12",00:03:17,"41,86 %","4,99",341,"261,55 $"
20210924,2 082,1 595,"1,09",00:03:34,"46,04 %","5,36",510,"3 864,04 $"
20200302,2 081,1 713,"1,14",00:02:46,"48,70 %","4,31",273,"307,10 $"
20221222,2 078,1 532,"1,10",00:03:03,"43,19 %","4,41",470,"5 479,44 $"
20201009,2 077,1 560,"1,10",00:03:15,"39,32 %","5,30",348,"60,20 $"
20200729,2 074,1 527,"1,14",00:03:45,"39,99 %","5,88",397,"291,75 $"
20220114,2 072,1 600,"1,10",00:03:08,"46,22 %","4,84",459,"4 347,30 $"
20230309,2 071,1 506,"1,14",00:03:36,"42,66 %","4,55",388,"8 763,08 $"
20210806,2 066,1 470,"1,10",00:03:58,"42,98 %","6,18",633,"4 751,81 $"
20220704,2 065,1 695,"1,10",00:02:23,"54,89 %","3,54",310,"1 804,56 $"
20200305,2 061,1 708,"1,11",00:02:44,"45,92 %","4,09",247,"505,00 $"
20200107,2 059,1 665,"1,12",00:02:38,"44,90 %","4,10",251,"22,00 $"
20200130,2 059,1 681,"1,15",00:02:54,"45,15 %","4,22",263,"179,00 $"
20200617,2 056,1 617,"1,14",00:03:06,"46,93 %","4,90",318,"275,60 $"
20200416,2 055,1 701,"1,14",00:03:00,"48,31 %","3,96",243,"269,70 $"
20210910,2 049,1 597,"1,08",00:03:04,"47,72 %","5,09",509,"5 185,28 $"
20201213,2 048,1 701,"1,08",00:03:18,"51,67 %","5,27",301,"74,60 $"
20210701,2 047,1 559,"1,10",00:03:31,"44,40 %","5,44",602,"5 141,78 $"
20220916,2 047,1 545,"1,10",00:03:43,"39,61 %","5,27",560,"4 683,03 $"
20230408,2 045,1 814,"1,06",00:02:21,"55,07 %","3,32",206,"1 452,66 $"
20220106,2 044,1 510,"1,08",00:02:44,"47,44 %","4,80",475,"5 244,97 $"
20220225,2 043,1 566,"1,12",00:03:19,"46,39 %","5,08",599,"8 411,48 $"
20230116,2 038,1 612,"1,12",00:02:42,"49,74 %","3,53",296,"3 347,31 $"
20200505,2 037,1 690,"1,13",00:02:41,"49,54 %","4,05",260,"26,00 $"
20200601,2 036,1 677,"1,12",00:02:56,"49,49 %","4,51",263,"94,25 $"
20230203,2 035,1 574,"1,10",00:02:49,"50,22 %","3,97",355,"3 387,09 $"
20220304,2 031,1 521,"1,10",00:03:22,"44,77 %","4,70",485,"4 765,04 $"
20200210,2 022,1 629,"1,11",00:02:18,"47,44 %","4,18",249,"333,75 $"
20200421,2 022,1 624,"1,13",00:02:32,"50,17 %","3,92",206,"0,00 $"
20230214,2 022,1 548,"1,10",00:03:10,"45,41 %","4,10",434,"4 732,88 $"
20200226,2 021,1 601,"1,13",00:03:02,"44,10 %","4,59",288,"61,00 $"
20210326,2 021,1 699,"1,09",00:02:23,"57,00 %","3,76",314,"2 509,30 $"
20211217,2 020,1 567,"1,10",00:03:19,"47,93 %","5,43",567,"9 596,72 $"
20211212,2 019,1 614,"1,10",00:03:05,"49,07 %","5,16",500,"5 920,22 $"
20200224,2 018,1 661,"1,13",00:02:46,"45,62 %","4,47",265,"113,15 $"
20200422,2 013,1 659,"1,14",00:02:57,"47,27 %","4,12",242,"275,85 $"
20230403,2 011,1 492,"1,11",00:03:28,"44,15 %","4,09",339,"9 243,20 $"
20200508,2 009,1 687,"1,11",00:03:03,"45,13 %","4,20",230,"47,90 $"
20210723,2 008,1 453,"1,09",00:03:41,"44,81 %","5,71",589,"6 496,54 $"
20230303,2 005,1 521,"1,12",00:03:25,"44,77 %","4,27",335,"4 154,52 $"
20210402,2 003,1 578,"1,10",00:03:11,"49,64 %","4,90",480,"3 322,10 $"
20210827,2 003,1 533,"1,10",00:03:37,"46,02 %","5,55",552,"6 348,46 $"
20210709,2 002,1 507,"1,09",00:03:35,"44,59 %","5,59",672,"6 240,98 $"
20200420,2 001,1 640,"1,12",00:02:46,"50,00 %","3,92",217,"0,00 $"
20200623,2 001,1 543,"1,17",00:03:06,"47,77 %","4,98",335,"22,00 $"
20210816,2 001,1 459,"1,10",00:03:27,"43,52 %","5,60",561,"8 152,08 $"
20200311,2 000,1 632,"1,12",00:02:15,"48,50 %","3,61",169,"25,44 $"
20200626,1 997,1 513,"1,17",00:03:34,"45,67 %","5,12",374,"94,85 $"
20200123,1 993,1 584,"1,13",00:02:51,"44,97 %","4,44",271,"71,25 $"
20200309,1 993,1 632,"1,10",00:02:30,"48,26 %","4,09",229,"106,00 $"
20211211,1 993,1 616,"1,10",00:03:02,"50,36 %","4,78",490,"9 229,52 $"
20220508,1 993,1 660,"1,12",00:02:52,"54,65 %","4,03",341,"3 828,84 $"
20230310,1 991,1 537,"1,12",00:03:10,"48,50 %","3,95",324,"5 665,52 $"
20210514,1 987,1 525,"1,11",00:03:08,"46,56 %","4,80",483,"5 289,82 $"
20230415,1 985,1 734,"1,08",00:02:07,"56,45 %","3,20",196,"2 980,56 $"
20200507,1 983,1 642,"1,11",00:02:54,"49,41 %","4,25",218,"140,00 $"
20210611,1 981,1 554,"1,09",00:03:24,"49,05 %","5,26",585,"7 178,99 $"
20210820,1 981,1 416,"1,10",00:03:41,"43,20 %","6,71",809,"6 080,98 $"
20220107,1 980,1 532,"1,09",00:03:04,"49,24 %","4,88",485,"4 905,78 $"
20220117,1 980,1 621,"1,11",00:02:33,"52,49 %","3,78",276,"1 353,14 $"
20200504,1 975,1 592,"1,13",00:02:28,"48,77 %","3,93",217,"158,30 $"
20220902,1 975,1 450,"1,10",00:03:31,"41,74 %","5,45",604,"7 641,37 $"
20200914,1 963,1 541,"1,12",00:02:50,"44,85 %","4,72",289,"0,00 $"
20201212,1 962,1 662,"1,07",00:02:47,"52,14 %","5,05",289,"534,28 $"
20210219,1 962,1 533,"1,11",00:03:00,"51,33 %","4,56",432,"258,14 $"
20200910,1 960,1 583,"1,11",00:03:16,"44,76 %","4,69",301,"11,90 $"
20200806,1 959,1 394,"1,14",00:04:13,"37,46 %","6,59",438,"142,00 $"
20200612,1 954,1 544,"1,15",00:03:04,"48,04 %","5,09",312,"292,25 $"
20230224,1 954,1 456,"1,10",00:02:57,"47,96 %","4,07",328,"7 475,37 $"
20220221,1 953,1 580,"1,09",00:02:43,"52,09 %","3,93",342,"3 408,70 $"
20230220,1 953,1 599,"1,12",00:03:01,"49,95 %","3,78",328,"2 697,24 $"
20200106,1 949,1 505,"1,13",00:02:54,"41,24 %","4,62",314,"144,50 $"
20200415,1 949,1 596,"1,11",00:02:51,"48,49 %","4,10",205,"65,80 $"
20220522,1 945,1 621,"1,09",00:02:29,"53,67 %","3,98",301,"1 617,38 $"
20200618,1 937,1 485,"1,14",00:03:19,"45,11 %","5,41",333,"88,00 $"
20210430,1 935,1 554,"1,09",00:03:31,"49,88 %","5,26",490,"4 961,60 $"
20200630,1 932,1 496,"1,15",00:03:24,"45,04 %","4,86",328,"488,00 $"
20210108,1 932,1 547,"1,10",00:02:47,"52,03 %","4,45",396,"1 750,15 $"
20230603,1 930,1 690,"1,05",00:02:01,"56,86 %","3,29",196,"0,00 $"
20211228,1 924,1 450,"1,10",00:03:35,"44,23 %","5,56",475,"4 816,20 $"
20221106,1 921,1 485,"1,11",00:03:12,"45,59 %","4,63",407,"2 229,64 $"
20200529,1 920,1 530,"1,14",00:03:07,"49,29 %","4,95",323,"175,80 $"
20200430,1 916,1 556,"1,13",00:03:08,"45,59 %","4,36",255,"360,35 $"
20211022,1 914,1 575,"1,11",00:03:26,"50,71 %","4,71",467,"7 964,07 $"
20211223,1 914,1 468,"1,08",00:03:19,"44,89 %","5,53",476,"8 025,97 $"
20201015,1 906,1 428,"1,10",00:03:25,"40,94 %","4,89",283,"506,00 $"
20200624,1 904,1 510,"1,18",00:03:01,"48,44 %","4,58",263,"0,00 $"
20201113,1 903,1 432,"1,12",00:03:38,"40,10 %","5,54",351,"373,80 $"
20200207,1 902,1 536,"1,13",00:03:06,"43,44 %","4,60",246,"314,50 $"
20200429,1 897,1 532,"1,11",00:02:48,"48,20 %","4,17",210,"192,80 $"
20200911,1 894,1 546,"1,11",00:02:53,"45,56 %","4,91",316,"165,80 $"
20200811,1 891,1 317,"1,15",00:03:56,"40,10 %","5,73",372,"370,25 $"
20200915,1 889,1 498,"1,15",00:03:05,"45,89 %","5,40",313,"195,90 $"
20201129,1 888,1 542,"1,10",00:03:41,"46,44 %","5,70",333,"768,30 $"
20210625,1 887,1 414,"1,11",00:03:54,"45,38 %","6,21",550,"5 227,28 $"
20230217,1 887,1 468,"1,11",00:02:48,"48,06 %","3,93",361,"8 237,38 $"
20200117,1 879,1 530,"1,10",00:02:25,"49,10 %","4,18",240,"219,20 $"
20200723,1 877,1 416,"1,13",00:03:01,"47,41 %","5,28",299,"151,00 $"
20201205,1 877,1 554,"1,10",00:03:12,"50,10 %","5,18",324,"688,20 $"
20200417,1 876,1 543,"1,10",00:02:49,"50,15 %","4,27",235,"124,30 $"
20221127,1 876,1 462,"1,11",00:03:07,"49,59 %","4,49",451,"3 835,69 $"
20200928,1 874,1 406,"1,16",00:03:47,"39,07 %","5,44",349,"0,00 $"
20200827,1 873,1 371,"1,12",00:03:23,"39,19 %","5,29",320,"16,80 $"
20200921,1 873,1 419,"1,14",00:03:57,"40,51 %","5,62",382,"94,00 $"
20211128,1 872,1 529,"1,08",00:02:50,"54,29 %","4,19",367,"3 385,96 $"
20200221,1 871,1 531,"1,13",00:02:44,"46,01 %","4,29",256,"163,00 $"
20221227,1 863,1 367,"1,12",00:03:25,"47,26 %","4,51",387,"3 392,14 $"
20230507,1 860,1 526,"1,08",00:02:22,"53,40 %","3,37",211,"1 269,10 $"
20220424,1 859,1 542,"1,08",00:02:42,"52,86 %","4,24",299,"4 028,60 $"
20211121,1 856,1 523,"1,10",00:03:02,"54,78 %","4,54",385,"3 705,08 $"
20210618,1 855,1 407,"1,11",00:03:05,"46,69 %","5,49",491,"6 658,34 $"
20200306,1 854,1 571,"1,12",00:02:31,"47,58 %","4,07",214,"342,00 $"
20200515,1 851,1 523,"1,11",00:03:04,"46,43 %","4,61",255,"42,80 $"
20200922,1 849,1 390,"1,11",00:03:11,"43,25 %","5,06",281,"136,00 $"
20211229,1 848,1 417,"1,11",00:03:17,"44,94 %","5,09",405,"6 396,41 $"
20200414,1 847,1 488,"1,13",00:02:58,"47,70 %","4,23",239,"56,00 $"
20210115,1 847,1 473,"1,10",00:03:02,"50,42 %","5,22",427,"12 399,66 $"
20220311,1 847,1 486,"1,12",00:03:15,"51,02 %","4,31",351,"3 735,01 $"
20200728,1 844,1 407,"1,13",00:03:04,"44,11 %","5,35",300,"162,50 $"
20230506,1 841,1 536,"1,08",00:02:14,"53,31 %","3,27",188,"1 440,48 $"
20200727,1 838,1 353,"1,13",00:03:04,"44,27 %","5,47",342,"456,35 $"
20221204,1 838,1 446,"1,11",00:03:09,"52,01 %","4,74",458,"4 419,30 $"
20200423,1 837,1 523,"1,14",00:03:11,"48,50 %","4,08",213,"160,70 $"
20210702,1 835,1 465,"1,08",00:03:11,"47,12 %","5,05",465,"3 420,60 $"
20201016,1 831,1 423,"1,10",00:03:43,"40,15 %","5,80",331,"35,00 $"
20210906,1 829,1 563,"1,07",00:02:12,"56,08 %","3,64",273,"1 616,06 $"
20230324,1 829,1 393,"1,12",00:03:03,"44,22 %","3,86",284,"5 187,38 $"
20220521,1 825,1 526,"1,11",00:02:28,"57,13 %","3,85",303,"2 697,92 $"
20200413,1 823,1 502,"1,13",00:02:41,"48,21 %","3,96",213,"0,00 $"
20220905,1 823,1 500,"1,08",00:02:30,"50,69 %","3,94",304,"1 117,49 $"
20210730,1 822,1 328,"1,10",00:03:29,"46,38 %","6,07",519,"5 003,54 $"
20200228,1 818,1 471,"1,13",00:02:37,"47,95 %","4,23",219,"21,00 $"
20210903,1 816,1 410,"1,08",00:03:02,"48,20 %","5,31",466,"4 471,12 $"
20230604,1 813,1 531,"1,07",00:02:38,"55,09 %","3,71",250,"0,00 $"
20200820,1 812,1 314,"1,16",00:03:21,"41,18 %","4,82",290,"71,00 $"
20210813,1 808,1 328,"1,12",00:03:32,"42,62 %","6,40",642,"7 309,73 $"
20220703,1 807,1 560,"1,09",00:02:51,"53,25 %","4,19",323,"1 944,80 $"
20200217,1 803,1 558,"1,10",00:02:16,"49,65 %","3,66",158,"0,00 $"
20200110,1 801,1 457,"1,13",00:02:58,"45,16 %","4,59",277,"9,60 $"
20230127,1 801,1 393,"1,08",00:02:56,"46,82 %","3,99",336,"2 940,34 $"
20210706,1 800,1 479,"1,10",00:02:52,"53,08 %","4,44",384,"3 165,03 $"
20221228,1 800,1 337,"1,10",00:02:46,"48,36 %","3,95",347,"11 915,60 $"
20210410,1 796,1 566,"1,08",00:02:35,"56,53 %","3,77",262,"1 394,47 $"
20220206,1 794,1 511,"1,09",00:02:53,"53,85 %","4,10",306,"3 218,53 $"
20200916,1 792,1 425,"1,13",00:03:10,"44,19 %","4,84",275,"0,00 $"
20200917,1 792,1 328,"1,15",00:03:55,"39,62 %","5,44",343,"113,00 $"
20211107,1 791,1 413,"1,11",00:03:32,"48,64 %","5,00",395,"3 455,84 $"
20230317,1 789,1 359,"1,13",00:02:57,"46,35 %","3,87",269,"3 900,32 $"
20200408,1 788,1 479,"1,15",00:03:03,"49,12 %","4,41",224,"121,90 $"
20210212,1 788,1 391,"1,09",00:03:02,"49,64 %","4,77",431,"102,80 $"
20200701,1 786,1 400,"1,14",00:03:10,"45,84 %","4,55",244,"141,70 $"
20200812,1 785,1 228,"1,15",00:04:10,"39,84 %","5,98",365,"98,00 $"
20230108,1 785,1 508,"1,09",00:02:34,"54,31 %","3,36",234,"2 559,10 $"
20230529,1 779,1 445,"1,09",00:02:26,"54,14 %","3,33",200,"393,00 $"
20210118,1 778,1 472,"1,10",00:02:20,"54,11 %","3,92",276,"3 341,70 $"
20210307,1 778,1 448,"1,08",00:02:33,"56,06 %","3,84",307,"41,20 $"
20230331,1 778,1 327,"1,12",00:03:22,"46,17 %","4,10",305,"5 983,04 $"
20210124,1 777,1 502,"1,09",00:03:10,"55,38 %","4,96",389,"2 631,12 $"
20200730,1 773,1 297,"1,16",00:04:03,"41,63 %","6,33",386,"246,80 $"
20200923,1 767,1 332,"1,12",00:03:51,"38,83 %","5,30",317,"288,75 $"
20200124,1 764,1 424,"1,10",00:02:56,"45,36 %","4,76",252,"154,75 $"
20201223,1 762,1 376,"1,08",00:03:08,"48,45 %","5,59",437,"3 953,49 $"
20200607,1 761,1 479,"1,12",00:02:23,"56,93 %","4,16",204,"394,45 $"
20200908,1 761,1 344,"1,13",00:03:11,"42,02 %","5,41",324,"87,00 $"
20200525,1 760,1 493,"1,12",00:02:38,"51,29 %","3,98",207,"154,60 $"
20200406,1 757,1 459,"1,14",00:02:37,"48,33 %","4,10",209,"69,50 $"
20230610,1 756,1 501,"1,06",00:02:14,"57,23 %","3,32",184,"0,00 $"
20200925,1 754,1 366,"1,14",00:03:50,"36,57 %","5,91",344,"0,00 $"
20220327,1 754,1 410,"1,10",00:03:00,"51,11 %","4,60",383,"2 622,13 $"
20210417,1 752,1 486,"1,10",00:03:21,"57,32 %","4,02",308,"1 273,12 $"
20220529,1 751,1 484,"1,09",00:02:34,"53,98 %","4,16",294,"2 341,88 $"
20200120,1 749,1 460,"1,13",00:03:06,"46,81 %","4,05",217,"69,60 $"
20201219,1 749,1 469,"1,09",00:03:19,"52,86 %","5,07",375,"1 634,21 $"
20211114,1 749,1 426,"1,10",00:03:05,"52,69 %","4,51",335,"2 596,06 $"
20220213,1 749,1 456,"1,11",00:02:41,"55,00 %","3,79",280,"1 447,37 $"
20221120,1 745,1 371,"1,09",00:03:28,"43,77 %","4,97",389,"4 301,22 $"
20200522,1 744,1 389,"1,14",00:02:56,"51,33 %","4,02",203,"28,00 $"
20200409,1 743,1 427,"1,12",00:02:51,"48,88 %","4,02",207,"63,00 $"
20210411,1 743,1 487,"1,08",00:02:21,"58,81 %","3,44",237,"1 063,65 $"
20200619,1 740,1 400,"1,11",00:03:05,"48,52 %","5,10",274,"165,85 $"
20200902,1 739,1 326,"1,14",00:03:29,"38,94 %","5,40",327,"309,30 $"
20210104,1 739,1 461,"1,07",00:02:14,"53,57 %","4,09",238,"1 630,72 $"
20210215,1 735,1 437,"1,10",00:02:55,"53,21 %","4,18",330,"178,64 $"
20210321,1 735,1 485,"1,08",00:02:43,"53,99 %","4,00",277,"2 033,76 $"
20200501,1 734,1 420,"1,12",00:03:02,"48,18 %","4,58",248,"311,95 $"
20201228,1 733,1 341,"1,07",00:02:29,"52,86 %","4,70",294,"2 235,26 $"
20200924,1 732,1 311,"1,12",00:03:36,"42,44 %","4,92",283,"177,10 $"
20200407,1 730,1 424,"1,13",00:03:02,"49,26 %","3,89",188,"72,40 $"
20210425,1 727,1 483,"1,07",00:02:16,"60,84 %","3,62",237,"1 495,48 $"
20200909,1 724,1 327,"1,12",00:02:59,"43,09 %","4,81",252,"106,00 $"
20201128,1 721,1 423,"1,09",00:03:05,"44,75 %","5,01",275,"754,00 $"
20201220,1 721,1 468,"1,08",00:02:32,"55,17 %","4,18",286,"1 930,92 $"
20210418,1 718,1 458,"1,09",00:02:55,"57,10 %","3,73",270,"2 269,70 $"
20211127,1 716,1 425,"1,07",00:02:32,"56,97 %","4,35",322,"3 982,16 $"
20220619,1 716,1 421,"1,10",00:02:50,"52,04 %","4,38",332,"0,00 $"
20211120,1 714,1 449,"1,09",00:02:44,"53,57 %","4,03",314,"4 724,52 $"
